StorageType,FacilityName,City,SkuCode,SkuDescription,L1,L2,ShelfLifeDays,BusinessCategory,DaysOnHand,PotentialGmvLoss,OpenPos,OpenPoQuantity,WarehouseQtyAvailable
Ambient,BLR IM1,BANGALORE,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,68583.62,"[MBIPO228099"",""MBIPO225951]",112,125
Ambient,CHN ECOM,CHENNAI,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,108388,"[JCNPO170927"",""JCNPO173907"",""JCNPO174857]",640,1
Ambient,CBE ECOM,COIMBATORE,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,18238.5,"[JCEPO119590"",""JCEPO119305"",""JCEPO118409"",""JCEPO120292]",152,0
Ambient,KOL IM2,KOLKATA,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[KWBPO15921],60,1
Ambient,LKO IM1,LUCKNOW,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,5118.75,[],0,0
Ambient,MUM IM1,MUMBAI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1
Ambient,MUM FC22,MUMBAI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,16,14626.5,[],0,33
Ambient,HYD IM1,HYDERABAD,570572,Jivo Desi Ghee 1KG 1.0 kg,Edible Oils and Ghee,Ghee,244,Non Food,733,314.79,[CHMPO174140],6,22
Ambient,AHM DELHIVERY,AHMEDABAD,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,6,3042.9,[],0,2
Ambient,HYD IM2,HYDERABAD,79292,JIVO POMACE OLIVE OIL 5.00 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,5598.88,[],0,0
Ambient,LKO IM1,LUCKNOW,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,26759.25,[LKOPO110336],2380,0
Ambient,MUM FC22,MUMBAI,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,3,89344.08,[],0,14
Ambient,BLR ECOM2,BANGALORE,766072,JIVO RICEBRAN OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,2094.75,[],0,0
Ambient,BLR IM1,BANGALORE,79292,JIVO POMACE OLIVE OIL 5.00 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,17146.57,"[MBIPO225691"",""MBIPO220772]",24,0
Ambient,PUNE IM2 TEMP,PUNE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,CBE ECOM,COIMBATORE,958164,JIVO RICEBRAN OIL 1L 1.00 LTR,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,3072.3,"[JCEPO119305"",""JCEPO118409]",128,0
Ambient,CHN ECOM,CHENNAI,67229,EXTRA VIRGIN OLIVE OIL 1.00 LTR,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,29,15993.11,[],0,37
Ambient,HYD IM1,HYDERABAD,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,48,12757.5,[CHMPO174140],1120,390
Ambient,PUN DELHIVERY,PUNE,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,14,20964.51,[],0,16
Ambient,PUNE IM2 TEMP,PUNE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,MUM IM3,MUMBAI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,1
Ambient,CBE ECOM,COIMBATORE,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,365,0,[JCEPO117001],12,0
Ambient,DLHY GGNFC9,DELHI,904426,JIVO COLD PRESSED MUSTARD OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,11025,"[GGNPO204916"",""GGNPO203883]",20,0
Ambient,CHN ECOM,CHENNAI,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,109368,"[JCNPO176197"",""JCNPO172860"",""JCNPO174857"",""JCNPO173907]",128,0
Ambient,MUM FC22,MUMBAI,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,92,60495.75,[],0,3561
Ambient,LKO IM1,LUCKNOW,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 L,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,8604.75,"[LKOPO111062"",""LKOPO112590"",""LKOPO111502"",""LKOPO113149]",112,0
Ambient,HYD IM1,HYDERABAD,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,18,11366.25,[],0,78
Ambient,DLHY GGNFC9,DELHI,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,65054.99,[],0,11
Ambient,AHM DELHIVERY,AHMEDABAD,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,145,18553.5,[],0,1715
Ambient,DLHY GGNFC9,DELHI,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,6,51513,"[GGNPO204916"",""GGNPO203883]",24,27
Ambient,LKO IM1,LUCKNOW,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,6823.95,[],0,0
Ambient,CBE ECOM,COIMBATORE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 L,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,12820.5,"[JCEPO117001"",""JCEPO119590"",""JCEPO116689"",""JCEPO120292"",""JCEPO118024"",""JCEPO118409]",163,1
Ambient,MUM FC22,MUMBAI,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,4,149156,"[CMFPO201401"",""CMFPO199668"",""CMFPO201856]",96,158
Ambient,PUNE IM2 TEMP,PUNE,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,CHD ECOM,CHANDIGARH,570572,Jivo Desi Ghee 1KG 1.0 kg,Edible Oils and Ghee,Ghee,244,Cooking Essentials,0,1154.23,[PCHPO125571],6,0
Ambient,LKO IM1,LUCKNOW,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,9838.71,[],0,0
Ambient,GOA IM1,CENTRAL GOA,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,44,4094.37,[GCAPO02864],4,4
Ambient,BLR ECOM2,BANGALORE,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,26964,"[MBLPO251133"",""MBLPO249728"",""MBLPO252370"",""MBLPO253797]",272,0
Ambient,AHM DELHIVERY,AHMEDABAD,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,59584,[],0,3
Ambient,BLR ECOM2,BANGALORE,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,19,119544.04,"[MBLPO256004"",""MBLPO251133"",""MBLPO254071]",112,317
Ambient,KOL IM2,KOLKATA,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,DLHY GGNFC5,GURGAON,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,9,348892.25,"[FC5PO215588"",""FC5PO216567]",128,316
Ambient,CBE ECOM,COIMBATORE,79292,JIVO POMACE OLIVE OIL 5.00 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,5598.88,[],0,0
Ambient,HYD IM1,HYDERABAD,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,5544,"[CHMPO174140"",""CHMPO175429]",60,41
Ambient,CHN ECOM,CHENNAI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,12780.18,[],0,0
Ambient,BLR IM1,BANGALORE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,6,28205.66,[],0,4
Ambient,DLHY GGNFC9,DELHI,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,4,98736.75,[],0,280
Ambient,AHM DELHIVERY,AHMEDABAD,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,11,5197.5,[],0,5
Ambient,KOLKATA ECOM,KOLKATA,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,16721.25,[],0,0
Ambient,PUN DELHIVERY,PUNE,79292,JIVO POMACE OLIVE OIL 5.00 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,3149.37,[],0,0
Ambient,KOC IM1,KOCHI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,8012.97,[KOCPO27729],23,0
Ambient,CHN ECOM,CHENNAI,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,3639.44,[],0,0
Ambient,MUM FC22,MUMBAI,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,81364.5,"[CMFPO201856"",""CMFPO199668"",""CMFPO201401]",220,19
Ambient,BLR ECOM2,BANGALORE,67229,EXTRA VIRGIN OLIVE OIL 1.00 LTR,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,11,29593.55,[],0,28
Ambient,DLHY GGNFC5,GURGAON,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,3,98196,"[FC5PO215588"",""FC5PO213365]",64,19
Ambient,PUN DELHIVERY,PUNE,904426,JIVO COLD PRESSED MUSTARD OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,9,962.5,[],0,1
Ambient,MUM FC22,MUMBAI,904426,JIVO COLD PRESSED MUSTARD OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,33,9450,[],0,36
Ambient,MUM FC22,MUMBAI,958164,JIVO RICEBRAN OIL 1L 1.00 LTR,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,17955,[CMFPO199668],16,99
Ambient,BLR IM1,BANGALORE,904426,JIVO COLD PRESSED MUSTARD OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,25,9887.5,"[MBIPO225691"",""MBIPO220772]",28,29
Ambient,CHN ECOM,CHENNAI,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,45,13608,[],0,65
Ambient,MUM FC22,MUMBAI,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,5,11896.5,[],0,6
Ambient,HYD IM2,HYDERABAD,766072,JIVO RICEBRAN OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,11970,"[CHCPO206519"",""CHCPO209307]",20,3
Ambient,CHD ECOM,CHANDIGARH,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,78056.09,"[PCHPO129030"",""PCHPO126390"",""PCHPO128212]",96,89
Ambient,KOL IM2,KOLKATA,968589,JIVO SO OLIVE OIL 1L 1.00 LTR,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,0
Ambient,DLHY GGNFC9,DELHI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,121967.23,[GGNPO204241],144,220
Ambient,CHD ECOM,CHANDIGARH,968589,JIVO SO OLIVE OIL 1L 1.00 LTR,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,43,3958.5,[],0,75
Ambient,BLR ECOM2,BANGALORE,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,53077.5,[MBLPO249728],4600,4
Ambient,BLR IM1,BANGALORE,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,19028.1,"[MBIPO228099"",""MBIPO223753"",""MBIPO225691"",""MBIPO226421]",100,93
Ambient,CHD ECOM,CHANDIGARH,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,17248,[],0,5
Ambient,DLHY GGNFC9,DELHI,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,67424,[GGNPO203883],28,2
Ambient,BLR IM1,BANGALORE,766072,JIVO RICEBRAN OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,54,6084.75,[],0,33
Ambient,AHM DELHIVERY,AHMEDABAD,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,6037.5,[],0,4
Ambient,HYD IM1,HYDERABAD,67229,EXTRA VIRGIN OLIVE OIL 1.00 LTR,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,24,12718.93,[],0,25
Ambient,BLR IM1,BANGALORE,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,19246.5,"[MBIPO222661"",""MBIPO220772"",""MBIPO225691]",196,0
Ambient,KOC IM1,KOCHI,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,365,0,[],0,0
Ambient,HYD IM2,HYDERABAD,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 L,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,16054.5,[],0,0
Ambient,AMDTEMP,AHMEDABAD,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,MUM IM1,MUMBAI,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 L,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,365,0,[],0,0
Ambient,LKO IM1,LUCKNOW,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,17444,[],0,0
Ambient,DLHY GGNFC5,GURGAON,968589,JIVO SO OLIVE OIL 1L 1.00 LTR,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,8,12967.5,"[FC5PO215588"",""FC5PO213365]",32,48
Ambient,BLR ECOM2,BANGALORE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 L,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,10,53207,"[MBLPO254598"",""MBLPO249728"",""MBLPO253797"",""MBLPO256004]",259,304
Ambient,CHN ECOM,CHENNAI,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,25877.25,"[JCNPO169326"",""JCNPO170927]",2800,10
Ambient,DLHY GGNFC5,GURGAON,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 L,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,3,23754.5,"[FC5PO213365"",""FC5PO215588]",288,41
Ambient,HYD IM2,HYDERABAD,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,26067.51,[],0,6
Ambient,BLR ECOM2,BANGALORE,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,6321,[MBLPO249728],68,0
Ambient,DLHY GGNFC9,DELHI,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,15,54860.4,"[GGNPO202266"",""GGNPO203883"",""GGNPO204916]",50,44
Ambient,HYD IM2,HYDERABAD,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,3,24892.77,[],0,11
Ambient,CHN ECOM,CHENNAI,570572,Jivo Desi Ghee 1KG 1.0 kg,Edible Oils and Ghee,Ghee,244,Cooking Essentials,7,5876.08,[],0,4
Ambient,KOC IM1,KOCHI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,1617,[],0,0
Ambient,CHD ECOM,CHANDIGARH,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,14,33610.5,[PCHPO128212],6,43
Ambient,MUM FC22,MUMBAI,67229,EXTRA VIRGIN OLIVE OIL 1.00 LTR,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,10,44831.08,[],0,37
Ambient,KOLKATA ECOM,KOLKATA,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,66402,[],0,1
Ambient,KOC IM1,KOCHI,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,5729.85,"[KOCPO31393"",""KOCPO32022"",""KOCPO30474]",80,0
Ambient,HYD IM1,HYDERABAD,904426,JIVO COLD PRESSED MUSTARD OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,9,9100,[CHMPO179458],16,10
Ambient,KOL IM2,KOLKATA,958164,JIVO RICEBRAN OIL 1L 1.00 LTR,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[KWBPO15921],64,0
Ambient,AHM DELHIVERY,AHMEDABAD,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,17742.27,[],0,3
Ambient,CBE ECOM,COIMBATORE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,3854.34,[],0,0
Ambient,HYD IM1,HYDERABAD,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,307,1478.75,[],0,40
Ambient,CHD ECOM,CHANDIGARH,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,13,169357.02,"[PCHPO129030"",""PCHPO126390"",""PCHPO128212]",64,216
Ambient,AHM DELHIVERY,AHMEDABAD,958164,JIVO RICEBRAN OIL 1L 1.00 LTR,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,4448.85,[CADPO134906],32,0
Ambient,DLHY GGNFC9,DELHI,67229,EXTRA VIRGIN OLIVE OIL 1.00 LTR,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,0,31986.22,"[GGNPO204916"",""GGNPO202266]",72,0
Ambient,HYD IM2,HYDERABAD,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,37,27515.25,[CHCPO206519],1420,658
Ambient,DLHY GGNFC9,DELHI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,35941.5,"[GGNPO204916"",""GGNPO203883]",100,1
Ambient,HYD IM2,HYDERABAD,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,27822.06,[],0,0
Ambient,CBE ECOM,COIMBATORE,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,25676,"[JCEPO119590"",""JCEPO119486"",""JCEPO118024"",""JCEPO117001]",176,0
Ambient,PUN DELHIVERY,PUNE,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,70560,[CPDPO168089],12,36
Ambient,MUM FC22,MUMBAI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,16,129383.66,[],0,293
Ambient,HYD IM2,HYDERABAD,904426,JIVO COLD PRESSED MUSTARD OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,15575,"[CHCPO207726"",""CHCPO209307"",""CHCPO211738"",""CHCPO206519]",72,2
Ambient,MUM FC22,MUMBAI,570572,Jivo Desi Ghee 1KG 1.0 kg,Edible Oils and Ghee,Ghee,244,Cooking Essentials,6,43441.02,[CMFPO201856],6,28
Ambient,GOA IM1,CENTRAL GOA,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,2362.5,[GCAPO02864],20,1
Ambient,CHD ECOM,CHANDIGARH,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,17,8033.13,[],0,7
Ambient,HYD IM1,HYDERABAD,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,5,1963.5,"[CHMPO174140"",""CHMPO177357]",66,1
Ambient,PUN DELHIVERY,PUNE,968589,JIVO SO OLIVE OIL 1L 1.00 LTR,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,2,1797.25,[],0,2
Ambient,BLR IM1,BANGALORE,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,126545.58,"[MBIPO228099"",""MBIPO222661"",""MBIPO226421"",""MBIPO225691"",""MBIPO223753]",240,1
Ambient,CHD ECOM,CHANDIGARH,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,9261,[],0,1
Ambient,PUN DELHIVERY,PUNE,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,65,10878,[],0,97
