StorageType,FacilityName,City,SkuCode,SkuDescription,L1,L2,ShelfLifeDays,BusinessCategory,DaysOnHand,PotentialGmvLoss,OpenPos,OpenPoQuantity,WarehouseQtyAvailable
Ambient,CHN ECOM,CHENNAI,904426,JIVO COLD PRESSED MUSTARD OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,7875,"[JCNPO173907"",""JCNPO172860]",28,1
Ambient,KOL IM2,KOLKATA,67229,EXTRA VIRGIN OLIVE OIL 1.00 LTR,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,365,0,[],0,0
Ambient,KOL IM2,KOLKATA,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,DLHY GGNFC9,DELHI,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 L,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,0,36555.75,"[GGNPO203883"",""GGNPO204916]",134,4
Ambient,DLHY GGNFC5,GURGAON,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,24,43472.8,[],0,274
Ambient,DLHY GGNFC5,GURGAON,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,90294.75,[],0,477
Ambient,CBE ECOM,COIMBATORE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,3639.44,[],0,0
Ambient,PUNE IM2 TEMP,PUNE,904426,JIVO COLD PRESSED MUSTARD OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,KOLKATA ECOM,KOLKATA,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,51817.5,[],0,0
Ambient,GOA IM1,CENTRAL GOA,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,7,25288.13,"[GCAPO03235"",""GCAPO02864"",""GCAPO03848]",48,19
Ambient,DLHY GGNFC5,GURGAON,958164,JIVO RICEBRAN OIL 1L 1.00 LTR,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,71,17256.75,[],0,615
Ambient,BLR IM1,BANGALORE,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,366,1706.25,[],0,55
Ambient,BLR ECOM2,BANGALORE,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Non Food,0,1386,[],0,0
Ambient,HYD IM1,HYDERABAD,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,43,8158.5,[],0,48
Ambient,GOA IM1,CENTRAL GOA,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,21,18871.51,"[GCAPO03235"",""GCAPO02864]",32,56
Ambient,MUM IM3,MUMBAI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,HYD IM1,HYDERABAD,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,50497.23,[],0,9
Ambient,DLHY GGNFC9,DELHI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,1,343540.8,"[GGNPO202266"",""GGNPO204916"",""GGNPO203883]",336,65
Ambient,PUNE IM2 TEMP,PUNE,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,CHD ECOM,CHANDIGARH,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,4,47118.75,"[PCHPO125571"",""PCHPO126390"",""PCHPO129739"",""PCHPO129030"",""PCHPO128212]",160,76
Ambient,KOC IM1,KOCHI,570572,Jivo Desi Ghee 1KG 1.0 kg,Edible Oils and Ghee,Ghee,244,Non Food,11,2833.11,"[KOCPO27729"",""KOCPO28625"",""KOCPO26020]",48,3
Ambient,AHM DELHIVERY,AHMEDABAD,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,17577,"[CADPO133583"",""CADPO135580"",""CADPO134369]",36,5
Ambient,DLHY GGNFC5,GURGAON,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,48677.51,[FC5PO215969],8,8
Ambient,BLR ECOM2,BANGALORE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,31526.25,"[MBLPO254598"",""MBLPO251133"",""MBLPO256004"",""MBLPO253797"",""MBLPO252370]",200,67
Ambient,KOC IM1,KOCHI,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,39348.75,"[KOCPO31614"",""KOCPO29553"",""KOCPO28625]",80,2
Ambient,HYD IM1,HYDERABAD,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,33,1175.58,[],0,2
Ambient,AHM DELHIVERY,AHMEDABAD,79292,JIVO POMACE OLIVE OIL 5.00 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,4549.09,[],0,0
Ambient,PUN DELHIVERY,PUNE,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,49234.5,[CPDPO169126],4,7
Ambient,DLHY GGNFC5,GURGAON,67229,EXTRA VIRGIN OLIVE OIL 1.00 LTR,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,0,14733.81,[],0,0
Ambient,GOA IM1,CENTRAL GOA,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,8036,[GCAPO02864],4,0
Ambient,HYD IM2,HYDERABAD,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,10332,"[CHCPO207726"",""CHCPO213453"",""CHCPO211738]",120,1
Ambient,CHD ECOM,CHANDIGARH,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,11828.18,[],0,0
Ambient,KOL IM2,KOLKATA,79292,JIVO POMACE OLIVE OIL 5.00 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,150
Ambient,CHD ECOM,CHANDIGARH,958164,JIVO RICEBRAN OIL 1L 1.00 LTR,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,61,2394,[],0,74
Ambient,DLHY GGNFC9,DELHI,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,22018.5,"[GGNPO203883"",""GGNPO204916]",28,0
Ambient,BLR ECOM2,BANGALORE,79292,JIVO POMACE OLIVE OIL 5.00 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,6648.67,[],0,0
Ambient,HYD IM1,HYDERABAD,79292,JIVO POMACE OLIVE OIL 5.00 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,200,1749.65,[CHMPO177357],4,10
Ambient,LKO IM1,LUCKNOW,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,7445.34,[LKOPO110336],10,0
Ambient,DLHY GGNFC9,DELHI,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,40572,"[GGNPO204916"",""GGNPO203883"",""GGNPO202266]",44,28
Ambient,CHN ECOM,CHENNAI,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,6709.5,"[JCNPO170927"",""JCNPO173907"",""JCNPO172860"",""JCNPO171907]",200,0
Ambient,MUM FC22,MUMBAI,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,10638.6,"[CMFPO199668"",""CMFPO201401]",40,33
Ambient,LKO IM1,LUCKNOW,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,25812.78,"[LKOPO113787"",""LKOPO112883]",32,0
Ambient,AMDTEMP,AHMEDABAD,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,KOLKATA ECOM,KOLKATA,67229,EXTRA VIRGIN OLIVE OIL 1.00 LTR,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,0,4785.34,[],0,0
Ambient,BLR ECOM2,BANGALORE,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,57172.5,"[MBLPO254598"",""MBLPO256004"",""MBLPO252370"",""MBLPO253797]",128,1
Ambient,LKO IM1,LUCKNOW,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,7350,[],0,0
Ambient,KOL IM2,KOLKATA,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[KWBPO15921],208,41
Ambient,MUM FC22,MUMBAI,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,261464,[CMFPO199668],8,26
Ambient,HYD IM1,HYDERABAD,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,49980,"[CHMPO178367"",""CHMPO179458"",""CHMPO175429"",""CHMPO178057]",176,75
Ambient,MUM IM3,MUMBAI,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,KOLKATA ECOM,KOLKATA,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,775.6,[],0,0
Ambient,DLHY GGNFC9,DELHI,766072,JIVO RICEBRAN OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,72,5087.25,[],0,37
Ambient,KOLKATA ECOM,KOLKATA,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,214057.2,[],0,0
Ambient,BLR IM1,BANGALORE,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,33895.89,"[MBIPO225691"",""MBIPO220772]",40,0
Ambient,LKO IM1,LUCKNOW,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,14759.43,[LKOPO111062],16,0
Ambient,DLHY GGNFC5,GURGAON,766072,JIVO RICEBRAN OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,7581,[FC5PO215588],16,10
Ambient,KOLKATA ECOM,KOLKATA,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,13192.97,[],0,0
Ambient,PUNE IM2 TEMP,PUNE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,PUNE IM2 TEMP,PUNE,15687,Jivo Extra Light Daily Cooking Olive Oil 1.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,0
Ambient,MUM FC22,MUMBAI,766072,JIVO RICEBRAN OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,17,40498.5,[],0,70
Ambient,CBE ECOM,COIMBATORE,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,2493.75,[],0,0
Ambient,BLR IM1,BANGALORE,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Non Food,0,1617,[MBIPO220772],15,0
Ambient,KOC IM1,KOCHI,766072,JIVO RICEBRAN OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Non Food,365,0,[KOCPO26020],56,0
Ambient,BLR ECOM2,BANGALORE,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,1365,[],0,0
Ambient,HYD IM1,HYDERABAD,958164,JIVO RICEBRAN OIL 1L 1.00 LTR,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,9,11431.35,"[CHMPO179458"",""CHMPO176144]",64,53
Ambient,DLHY GGNFC5,GURGAON,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,22,16684.5,"[FC5PO213365"",""FC5PO215588]",48,52
Ambient,CHD ECOM,CHANDIGARH,79292,JIVO POMACE OLIVE OIL 5.00 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,14,19246.15,[],0,8
Ambient,KOC IM1,KOCHI,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,18679.5,"[KOCPO26020"",""KOCPO28625"",""KOCPO27332]",2340,2
Ambient,CBE IM1 TEMP,COIMBATORE,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,6
Ambient,BLR IM1,BANGALORE,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,48,38351.25,[MBIPO220772],2900,1187
Ambient,PUNE IM2 TEMP,PUNE,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,HYD IM2,HYDERABAD,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,95080.37,[],0,3
Ambient,DLHY GGNFC5,GURGAON,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,6,57407.49,"[FC5PO215588"",""FC5PO218305"",""FC5PO213365]",40,20
Ambient,MUM IM1,MUMBAI,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,365,0,[],0,0
Ambient,AMDTEMP,AHMEDABAD,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,PUN DELHIVERY,PUNE,67229,EXTRA VIRGIN OLIVE OIL 1.00 LTR,Edible Oils and Ghee,Olive Oil,720,Cooking Essentials,20,629.65,[],0,1
Ambient,BLR ECOM2,BANGALORE,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,39963.42,[],0,20
Ambient,BLR IM1,BANGALORE,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,34587,"[MBIPO220772"",""MBIPO226421"",""MBIPO222661]",80,0
Ambient,BLR ECOM2,BANGALORE,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,180908,"[MBLPO254598"",""MBLPO251133"",""MBLPO249728"",""MBLPO254071"",""MBLPO256004]",220,1
Ambient,BLR IM1,BANGALORE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 L,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,5,34553.75,"[MBIPO223753"",""MBIPO228099"",""MBIPO225691"",""MBIPO222661"",""MBIPO226421]",248,99
Ambient,PUN DELHIVERY,PUNE,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,28,32896.64,[],0,126
Ambient,KOLKATA ECOM,KOLKATA,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,85,808.5,[],0,6
Ambient,KOC IM1,KOCHI,958164,JIVO RICEBRAN OIL 1L 1.00 LTR,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,24718.05,"[KOCPO32943"",""KOCPO32022"",""KOCPO29553"",""KOCPO26020]",288,1
Ambient,AMDTEMP,AHMEDABAD,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,DLHY GGNFC5,GURGAON,88218,Jivo Pomace Daily Cooking Olive Oil 2.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,40673.43,"[FC5PO216567"",""FC5PO215969]",14,44
Ambient,KOC IM1,KOCHI,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,16,1175.58,[KOCPO26020],10,1
Ambient,BLR ECOM2,BANGALORE,904426,JIVO COLD PRESSED MUSTARD OIL 5L 5.00 LTRS,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,20475,[],0,6
Ambient,KOL IM2,KOLKATA,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[KWBPO15921],80,0
Ambient,BLR ECOM2,BANGALORE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,15,51407.09,[],0,18
Ambient,LKO IM1,LUCKNOW,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,35,5890.5,[],0,18
Ambient,GOA IM1,CENTRAL GOA,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,9172.8,"[GCAPO03235"",""GCAPO02864"",""GCAPO03848]",48,2
Ambient,CBE ECOM,COIMBATORE,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,26214.51,"[JCEPO119486"",""JCEPO120292"",""JCEPO119590"",""JCEPO117001]",96,0
Ambient,DLHY GGNFC5,GURGAON,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,43785,[FC5PO215969],140,221
Ambient,PUN DELHIVERY,PUNE,958164,JIVO RICEBRAN OIL 1L 1.00 LTR,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,6500,19.95,[],0,65
Ambient,KOC IM1,KOCHI,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,4935,"[KOCPO27729"",""KOCPO28625]",40,20
Ambient,PUN DELHIVERY,PUNE,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,104,41926.5,[],0,2770
Ambient,CHN ECOM,CHENNAI,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,17,12936,[],0,30
Ambient,HYD IM2,HYDERABAD,968589,JIVO SO OLIVE OIL 1L 1.00 LTR,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,16789.5,"[CHCPO210391"",""CHCPO207726"",""CHCPO209307"",""CHCPO211738]",128,4
Ambient,HYD IM1,HYDERABAD,685793,Jivo Cold Pressed Chemical Free Sunflower Oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,101,6993,[CHMPO177357],108,75
Ambient,PUN DELHIVERY,PUNE,95788,Jivo Extra Light Edible Olive Oil Ideal for Everyday Indian Cooking 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,29,15467.62,[],0,10
Ambient,CHD ECOM,CHANDIGARH,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,35,54463.5,[PCHPO125571],3960,1233
Ambient,CHN ECOM,CHENNAI,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 L,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,24,14168,[],0,179
Ambient,GOA IM1,CENTRAL GOA,449236,Jivo Extra Light Olive Oil 2.0 L,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,8
Ambient,CHN ECOM,CHENNAI,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,1,45600.03,"[JCNPO173907"",""JCNPO171907"",""JCNPO176197"",""JCNPO174857]",112,8
Ambient,BLR ECOM2,BANGALORE,570572,Jivo Desi Ghee 1KG 1.0 kg,Edible Oils and Ghee,Ghee,244,Cooking Essentials,68,11332.44,[],0,74
Ambient,PUNE IM2 TEMP,PUNE,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,MUM FC22,MUMBAI,15685,Jivo Canola Cold Press Edible Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,4,48588.75,"[CMFPO201401"",""CMFPO199668]",60,80
Ambient,DLHY GGNFC5,GURGAON,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Cooking Essentials,20,31069.5,"[FC5PO215588"",""FC5PO213365"",""FC5PO216567]",45,55
Ambient,CHD ECOM,CHANDIGARH,615911,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 5.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,29,14920.5,[],0,60
Ambient,BLR ECOM2,BANGALORE,968589,JIVO SO OLIVE OIL 1L 1.00 LTR,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,17,12990.25,[MBLPO253797],48,101
Ambient,CHN ECOM,CHENNAI,15686,JIVO CANOLA COLD PRESS OIL INDIAN MEDICAL ASSOCIATION RECOMMENDED 5.00 L,Edible Oils and Ghee,Edible Oils,700,Non Food,0,992.25,[],0,0
Ambient,KOL IM2,KOLKATA,429981,Jivo Gold Refined Oil - Blend of Rice Bran oil & Sunflower oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1316
Ambient,DLHY GGNFC5,GURGAON,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,17,116092.83,[FC5PO215969],64,272
Ambient,PUN DELHIVERY,PUNE,83633,Jivo Cold Pressed Chemical Free Sunflower Oil 1.0 L,Edible Oils and Ghee,Edible Oils,720,Cooking Essentials,14,38827.25,"[CPDPO169126"",""CPDPO168089]",105,286
Ambient,CHD ECOM,CHANDIGARH,60711,Jivo Cold Press Kachi Ghani Mustard Oil 1.0 L,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,301361.56,"[PCHPO128212"",""PCHPO129030"",""PCHPO125571"",""PCHPO126390]",2120,465
